C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_01_970.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_01_970.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_01_970.jpg, 0, 0, 0, 8.117104E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_074.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_074.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_074.jpg, 0, 0, 0, 7.733578E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_180.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_180.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_180.jpg, 0, 0, 0, 7.836177E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_283.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_283.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_283.jpg, 0, 0, 0, 8.136996E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_385.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_385.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_385.jpg, 0, 0, 0, 7.803352E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_487.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_487.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_487.jpg, 0, 0, 0, 7.929507E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_589.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_589.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_589.jpg, 0, 0, 0, 7.879196E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_691.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_691.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_691.jpg, 0, 0, 0, 7.775857E-05
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_791.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_791.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_791.jpg, 0, 0.1046673, 0, 0.004584441
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_891.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_891.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_891.jpg, 0, 0.4068738, 0, 0.3489842
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_02_997.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_02_997.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_02_997.jpg, 0, 0.7193648, 0, 1.062768
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_098.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_098.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_098.jpg, -0.2665452, 1, 0, 2.187809
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_199.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_199.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_199.jpg, -0.2313783, 1, 0, 3.358996
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_304.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_304.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_304.jpg, 0, 1, 0, 4.531172
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_410.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_410.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_410.jpg, 0, 1, 0, 5.922294
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_514.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_514.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_514.jpg, -0.1648524, 1, 0, 7.063951
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_616.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_616.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_616.jpg, -0.1640454, 1, 0, 8.180007
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_717.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_717.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_717.jpg, 0, 1, 0, 9.300035
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_819.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_819.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_819.jpg, 0, 1, 0, 10.41372
C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\center_2020_05_29_09_08_03_921.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\left_2020_05_29_09_08_03_921.jpg, C:\Users\gleni\Documents\Sigma\The-Complete-Self-driving-Car-Course\Udacity Simulator\Data\IMG\right_2020_05_29_09_08_03_921.jpg, -0.260913, 1, 0, 11.59444
